Current Exploration,Episode Length,TD Loss,frame_number,q_val action 0,q_val action 1,q_val action 2,q_val action 3,q_val action 4,q_val action 5,training_reward
0.9558838,382.41,0.49329033,99018,0.15545824,0.14804843,0.15485623,0.15188624,0.14800549,0.15056229,133.0
0.8664669999999999,387.4,0.46306744,198370,0.21454266,0.21175574,0.19926178,0.22230674,0.1946003,0.20961808,167.0
0.7746723999999999,394.83,0.78398263,300364,0.44664767,0.44459662,0.40606478,0.45853588,0.43442878,0.43697146,201.25
0.6881175999999999,405.48,0.87756324,396536,0.59056866,0.58081186,0.5478435,0.594878,0.53745395,0.6048104,225.0
0.5972472999999998,422.22,1.2902759,497503,0.83353245,0.8376344,0.83008534,0.8320871,0.8223055,0.83320427,279.25
0.5040441999999999,432.15,1.3371685,601062,1.0563868,1.0794083,1.09695,1.0899223,1.1164159,1.0841119,305.25
0.4144266999999999,442.35,1.6849216,700637,1.2512518,1.26119,1.1932027,1.2375286,1.3179356,1.2616348,342.75
0.3243312999999999,457.8,2.0768714,800743,1.249723,1.2500035,1.2330887,1.2149715,1.1991707,1.2160625,388.25
0.23667399999999983,458.98,2.1889193,898140,1.374092,1.4043255,1.3734127,1.4046022,1.4640261,1.4179283,419.5
0.1471077999999999,455.51,2.1993837,997658,1.4833314,1.4815929,1.4878272,1.5001867,1.4382834,1.4698657,437.75
0.09990814851889683,489.2,2.23072,1099957,1.4619013,1.4656974,1.4830419,1.4472781,1.4405686,1.4947201,568.75
0.09972387742594484,513.92,2.721469,1200180,1.9193665,1.9329469,1.9404538,1.9004796,1.8540099,1.8902377,598.5
0.09954202410623085,540.35,2.0478103,1299088,2.351962,2.368771,2.369399,2.3513925,2.308495,2.374121,593.25
0.09935587946884576,503.04,3.371539,1400330,2.6393163,2.6323018,2.572836,2.643436,2.5783448,2.6880755,575.5
0.0991726049029622,540.21,3.9377801,1500011,1.9704211,1.9625174,2.0003023,1.9882009,1.9993244,2.0201209,612.0
0.09898794402451482,519.23,4.057337,1600446,2.477259,2.482718,2.4571466,2.4763284,2.3532991,2.4725823,460.0
0.09880122941777324,537.94,4.207815,1701998,2.3566275,2.359692,2.3715951,2.3630676,2.1653214,2.344441,476.0
0.09861680572012257,533.11,3.5186372,1802304,1.9717227,1.9968176,1.949746,1.917968,2.071615,1.9784881,440.0
0.09843566578140961,519.08,4.182112,1900824,2.398448,2.4137022,2.4527943,2.4258654,2.4880402,2.4545052,464.25
0.09824470214504596,542.54,3.3712482,2004687,1.4907783,1.4768801,1.4638107,1.5095361,1.4968784,1.4736208,495.5
0.09806899713993872,524.81,3.4163437,2100251,1.692879,1.7021539,1.7164675,1.7020351,1.716561,1.7121855,475.0
0.0978778,523.74,3.5954118,2204241,2.1601844,2.1818357,2.0967011,2.1744153,2.1192892,2.1202579,388.25
0.09770064249233912,539.97,3.7408864,2300595,2.1558368,2.1578653,2.1639407,2.168404,2.127143,2.1157742,384.5
0.09750913094994892,528.5,3.1385562,2404756,1.9272876,1.9256791,1.8931819,1.8924445,1.9121623,1.9184489,470.75
0.097331782226762,544.41,3.1746397,2501214,1.7121466,1.7098683,1.7011235,1.6896796,1.7154481,1.7257737,484.5
0.09714364637385087,528.07,2.65187,2603539,1.4641056,1.4720722,1.4752413,1.4354295,1.4667007,1.42633,529.25
0.09696185005107252,539.88,3.3016381,2702416,1.4402697,1.4379722,1.314491,1.4069234,1.377421,1.4091445,579.25
0.09677716527068438,546.02,3.6591232,2802864,1.8538985,1.8622385,1.8462232,1.8711393,1.8021933,1.8169531,552.75
0.09659052053115424,561.53,3.3650947,2904378,1.80546,1.7990727,1.7425911,1.8277174,1.7283827,1.7740471,610.75
0.09640329479060265,526.27,2.7228305,3006208,2.129224,2.1369264,2.1118484,2.1222053,2.148984,2.1342487,435.0
0.09621703983656793,563.35,3.7817566,3107510,2.2587094,2.26652,2.2247214,2.304783,2.2236567,2.2848938,543.75
0.09603304269662921,557.66,3.160358,3207584,1.9612155,1.9675459,1.9474884,1.982185,2.011807,1.97357,578.25
0.09585034545454546,539.91,3.010666,3306951,2.1254566,2.1264317,2.0861692,2.1395612,2.1166008,2.1127822,515.0
0.09567277058222676,601.38,3.1262815,3403532,1.5931865,1.5999322,1.6374502,1.574807,1.7020016,1.6085347,660.75
0.09548079938712972,597.97,2.6957345,3507943,1.8442354,1.8382508,1.8812816,1.8166296,1.8550973,1.8771191,647.5
0.09530380551583248,605.04,3.1154525,3604208,1.9149848,1.911427,2.0045187,1.9495378,1.94203,1.8854617,687.5
0.09511364167517876,601.7,2.6860595,3707636,2.95725,2.9631019,3.0031018,3.0204213,2.968544,3.0080147,605.0
0.09493648232890706,614.52,2.4018638,3803991,3.9102802,3.911289,4.037755,3.983034,3.9796727,3.920387,607.25
0.09475380163432073,618.49,2.37345,3903349,3.839011,3.8237698,3.6991515,3.8048077,3.7447717,3.803996,819.0
0.09456006537282942,617.16,3.296366,4008720,3.862397,3.8747249,3.9572613,3.9070706,3.9726179,3.8933501,855.75
0.09437505883554648,581.91,3.2043602,4109343,3.5616624,3.5768363,3.5226245,3.597959,3.5161633,3.5352554,642.75
0.09419417630234933,616.77,2.2406156,4207723,3.2896302,3.2967844,3.2436805,3.285367,3.1838374,3.298377,798.5
0.09400669499489275,589.71,2.8585074,4309692,3.0391963,3.0377223,3.0690014,3.0916486,3.0810282,3.067375,708.5
0.09382217936670072,607.52,2.5360916,4410048,2.8905122,2.888618,2.918497,2.8871245,2.9318604,2.8821478,704.25
0.09363673156281921,590.33,2.6716516,4510911,3.036326,3.0332358,2.9958556,3.0645537,3.0486186,2.9899147,626.5
0.09345298263534219,579.24,2.7788215,4610850,2.627602,2.6252155,2.672173,2.6639056,2.6038814,2.6548948,735.75
0.09327394606741574,565.75,3.1853013,4708226,2.502809,2.490568,2.532864,2.5371666,2.5630746,2.5164917,686.0
0.09308463718079674,586.52,3.2480955,4811189,2.5790803,2.5598307,2.6141164,2.5775678,2.5938492,2.574239,895.0
0.09290154831460674,557.82,3.5985434,4910769,2.611543,2.597565,2.5856235,2.590003,2.5711312,2.580529,666.75
0.09272044147088866,641.05,4.594766,5009271,3.0325525,3.053765,2.8223763,3.002815,2.8988569,2.9695787,1199.5
0.09253233503575077,601.73,7.0427923,5111580,3.4977791,3.509851,3.4910896,3.514963,3.4305556,3.5047297,1327.25
0.09235058835546477,629.74,8.326336,5210430,2.4494975,2.4429605,2.4444718,2.4246252,2.37833,2.454561,1753.25
0.09216475260469867,581.44,7.6781316,5311504,1.748811,1.7554189,1.7965682,1.7945606,1.7641708,1.7370923,1401.25
0.09197500796731359,577.62,6.771417,5414704,1.9603652,1.9768946,1.9526634,1.9516691,1.8955638,2.0173874,1119.0
0.09179506312563841,573.0,9.536805,5512574,2.057204,2.0686326,2.118675,2.0284388,2.0292122,2.0205252,1069.75
0.09160707987742595,620.92,11.550209,5614816,2.2504728,2.2495592,2.1075706,2.2075934,2.1419942,2.1910067,1132.25
0.09142854892747702,548.31,10.748478,5711917,0.968562,0.9377523,1.0942879,0.9929747,1.0528222,0.9729915,666.0
0.09123629090909091,576.21,16.269014,5816484,1.0912464,1.0728908,1.1183732,1.109494,1.2332598,1.0951774,707.0
0.09105010766087845,552.3,14.757587,5917747,1.6291298,1.6294816,1.7144192,1.616524,1.6836299,1.6254057,616.75
0.09087146639427988,586.79,15.253979,6014908,1.6766266,1.6713932,1.6611995,1.6265905,1.6637579,1.6994486,590.75
0.09068513973442288,587.26,16.842583,6116249,1.2631366,1.2737663,1.1506732,1.1537278,1.1871195,1.3094798,638.5
0.09050046598569969,546.76,15.79528,6216691,1.1340373,1.1239194,1.0729566,1.1270038,1.062261,1.0473124,369.5
0.09032046966292134,570.37,15.529227,6314589,1.0072213,1.0219083,0.99426293,0.97630614,1.1057649,0.98000664,515.25
0.09013631072522983,593.82,13.563144,6414751,1.1658486,1.1815635,1.1913711,1.1713444,1.2327029,1.1681577,540.25
0.0899507342185904,558.62,15.874825,6515684,1.9852656,1.9994768,1.8864818,1.9617834,1.8433117,1.9486336,480.25
0.08976499223697651,594.57,11.592726,6616707,1.0041261,1.005966,0.8939157,0.91642755,0.7411684,0.91335845,507.0
0.0895786104187947,630.59,13.7416725,6718078,1.0129956,1.0169439,1.0213253,0.9332257,1.0549649,0.90965116,468.75
0.08939504902962206,594.52,10.155879,6817915,1.0905216,1.1024882,0.96425116,1.1134802,1.0126348,1.0791163,421.75
0.08921122839632278,592.02,10.499499,6917893,1.0016981,1.001526,0.9794549,1.0192904,1.0225028,0.9075803,479.75
0.0890273342185904,588.63,10.554493,7017911,0.7901497,0.79438996,0.94925094,0.81186163,0.888488,0.8697917,452.75
0.08884170439223697,587.36,9.0588045,7118873,0.5536243,0.52775156,0.72175694,0.6617744,0.6332519,0.59568405,503.0
0.08865334606741573,595.88,10.364963,7221319,-0.23712465,-0.22756268,-0.26012743,-0.2343536,-0.29645157,-0.23267224,504.75
0.08846832114402452,567.15,9.561459,7321952,1.0110617,1.02663,1.099285,0.9459838,1.1021377,0.95692927,479.5
0.08829103493360572,573.63,10.419887,7418376,0.44001433,0.45032093,0.37012517,0.435207,0.48703742,0.31433445,403.5
0.08810277405515833,584.31,10.324806,7520769,1.0606978,1.0526198,0.94830596,1.0389836,1.0291173,0.9570368,458.5
0.08791392849846782,597.12,10.655932,7623480,0.74485284,0.7490509,0.78386444,0.7720652,0.6880025,0.71784604,389.5
0.08772988723186925,565.74,11.226305,7723578,0.02131696,0.026024416,-0.045971908,-0.04055376,0.045718603,-0.052334283,361.0
0.08755458672114402,589.07,11.031266,7818922,0.64910406,0.65032464,0.7097279,0.60981613,0.7284638,0.67324305,392.5
0.087364106639428,576.43,10.903033,7922522,1.028027,1.02217,1.0108742,1.0496455,1.0456746,1.040995,374.75
0.08717688457609805,565.05,10.752085,8024350,0.9322194,0.94801825,0.9720947,0.87474364,0.88603246,0.9785835,378.25
0.086992071092952,589.85,9.440845,8124868,2.785705,2.78852,2.7307465,2.707276,2.7364855,2.6943324,422.5
0.08681373135852911,602.44,9.935002,8221865,2.0671067,2.0651731,1.9971626,2.017237,1.9866886,2.1137915,481.25
0.086630782226762,624.91,9.719086,8321369,1.1444916,1.1692337,1.0276451,1.0719857,1.067908,1.0887781,572.25
0.08644771358529112,633.79,8.20681,8420938,3.2946315,3.320571,3.1474144,3.222868,3.241167,3.2262385,622.0
0.08625925597548519,603.96,8.321622,8523438,4.1781225,4.1930103,4.2286086,4.193996,4.2764044,4.185192,565.0
0.08607612298263534,636.03,8.310687,8623042,4.4079304,4.4215584,4.3654995,4.452783,4.368605,4.4597473,609.5
0.08588558774259449,636.69,6.1784625,8726672,3.9869409,3.9922643,3.9908981,4.043258,3.8801427,3.9322572,596.25
0.0857059775280899,601.91,7.816766,8824360,3.5073848,3.510475,3.553293,3.5531318,3.4154687,3.5615928,569.25
0.08552665781409602,654.56,6.3660607,8921890,2.8946328,2.9054654,2.7673151,2.8544602,2.8242164,2.8811464,605.5
0.08533478590398366,648.36,6.226416,9026247,3.5859492,3.5900407,3.4988031,3.5220454,3.5831943,3.4555955,605.0
0.08515006802860062,627.5,6.0082717,9126713,3.28423,3.2766087,3.2143726,3.2539353,3.2901795,3.413364,580.75
0.08497267150153218,630.26,6.3979883,9223197,3.2843344,3.2735577,3.232093,3.2501302,3.2587838,3.1957207,613.25
0.08478240653728294,637.13,6.1129875,9326680,2.563048,2.5953186,2.572231,2.6071224,2.4597747,2.5780776,587.0
0.08460245985699694,654.54,4.481041,9424551,2.6848507,2.6823738,2.6550806,2.648195,2.709099,2.6802454,565.5
0.08442219693564862,635.38,4.1091294,9522594,2.9363463,2.9568982,2.9472048,2.9065728,2.907395,2.8815522,624.0
0.08423057507660878,630.55,3.899755,9626815,3.0206084,3.0157948,3.0287619,3.0194592,3.0073473,2.9684918,630.25
0.08404312134831461,647.53,3.852731,9728769,2.3063796,2.305342,2.3873835,2.304093,2.2543766,2.3151224,670.0
0.08385935035750766,670.82,3.575287,9828720,2.0958073,2.0981054,2.112006,2.1175265,2.0018952,2.0826612,697.25
0.08367536241062308,670.8,3.6026437,9928789,0.8068477,0.7959807,1.0061975,0.7941232,0.9702882,0.9008976,710.75
0.08349425556690501,656.27,3.1261444,10027291,0.9082328,0.9088509,0.9678745,0.896899,1.0002786,0.8961488,712.25
0.08330665474974464,619.12,4.383604,10129325,0.2853791,0.29623917,0.34957695,0.32824445,0.3701879,0.34571674,622.75
0.08311853176710929,694.09,3.239003,10231643,0.74920744,0.74241984,0.75285685,0.7991073,0.7379369,0.8048781,695.0
0.0829381291113381,669.74,3.5119772,10329762,0.50592977,0.49590132,0.5285061,0.5008508,0.37282825,0.45791075,715.5
0.08275644494382023,639.5,2.467906,10428578,1.568027,1.565382,1.5321711,1.5704397,1.5242679,1.4935951,668.75
0.08256804800817161,674.12,3.2412295,10531045,1.4145395,1.4284035,1.4878249,1.3564228,1.5073067,1.4068507,717.5
0.08239163146067416,692.58,3.023479,10626996,0.4132389,0.40886468,0.40577808,0.37849963,0.43439278,0.41377708,801.5
0.08219891562819204,619.23,2.583823,10731812,0.6263227,0.64913666,0.63457954,0.6459461,0.6428386,0.68160975,703.0
0.0820177646578141,660.83,2.7267346,10830338,1.6800189,1.6843672,1.5555141,1.6481682,1.6591579,1.657023,897.75
0.08182790234933605,632.19,3.9181848,10933602,1.6577886,1.653723,1.577341,1.6385937,1.5686157,1.657769,799.5
0.08164597364657813,652.01,3.106912,11032551,2.1570852,2.1597557,2.1519163,2.1888938,2.0817132,2.1805875,927.25
0.08146093033707866,663.05,3.1795695,11133194,1.7437031,1.7450464,1.6361684,1.6873171,1.7101811,1.7290425,1063.0
0.08128152972420838,698.73,3.1015966,11230768,2.188808,2.1728454,2.2125869,2.218525,2.1566713,2.2198448,1268.75
0.08110075750766088,680.79,3.3230734,11329088,2.0760074,2.0694213,2.0593297,2.0407846,2.0909262,2.077661,1026.0
