Current Exploration,Episode Length,TD Loss,frame_number,q_val action 0,q_val action 1,q_val action 10,q_val action 11,q_val action 12,q_val action 13,q_val action 14,q_val action 15,q_val action 16,q_val action 17,q_val action 2,q_val action 3,q_val action 4,q_val action 5,q_val action 6,q_val action 7,q_val action 8,q_val action 9,training_reward
0.9608203,625.49,0.12949991,93533,0.61827224,0.6075023,0.6105074,0.6294089,0.61119926,0.60146195,0.6150514,0.6333131,0.63058597,0.63530105,0.6114458,0.62824506,0.61385524,0.6304263,0.61811286,0.6053528,0.6335104,0.615745,83.8
0.8694324999999999,727.08,0.25920808,195075,0.6507945,0.65760034,0.666244,0.66072845,0.6482776,0.653496,0.6565739,0.654856,0.64858556,0.642357,0.6544799,0.6413358,0.66595346,0.65997106,0.641506,0.66621053,0.67286307,0.64255744,137.2
0.7788762999999999,768.5,0.26095492,295693,0.6290052,0.5998336,0.60456413,0.6298919,0.6282695,0.60183907,0.6355677,0.6028332,0.64292526,0.5964743,0.60485864,0.6158997,0.6061803,0.60685444,0.61687976,0.6232719,0.61205125,0.6109808,150.0
0.6888709,923.94,0.3329979,395699,0.8929466,0.866664,0.9123983,0.89445883,0.89758,0.8484192,0.87483907,0.8890377,0.86933,0.8641725,0.89946795,0.90514404,0.8993454,0.8752513,0.8485634,0.8821256,0.8830444,0.8674509,212.6
0.5972103999999999,900.82,0.34000647,497544,1.9687471,1.9941052,2.0296755,2.0022552,2.0093446,1.9663792,1.9816947,1.9887011,1.9757141,1.9550781,1.9494088,1.9839383,2.007606,1.9769415,1.9686731,2.010617,1.9488851,1.9807571,192.8
0.5043240999999999,950.77,0.34463334,600751,4.083528,4.0723667,4.0782175,4.1013174,4.07747,4.0973964,4.1145177,4.0946536,4.0451446,4.0730233,4.0884542,4.0534587,4.057889,4.070977,4.089709,4.1270695,4.079414,4.0880327,214.6
0.41981049999999986,854.31,0.37800103,694655,6.253783,6.2862754,6.2259655,6.269195,6.2842264,6.2755556,6.2334037,6.230094,6.276687,6.2683997,6.2256837,6.1777153,6.2675014,6.267241,6.160762,6.291168,6.270052,6.2619543,189.2
0.3241683999999999,891.45,0.3233497,800924,8.706535,8.686887,8.701969,8.697861,8.659953,8.63681,8.662679,8.691946,8.771636,8.645936,8.705538,8.658801,8.687829,8.686251,8.707356,8.681437,8.754558,8.632236,206.6
0.23504499999999984,813.34,0.37410614,899950,10.066278,10.093099,10.103312,10.116607,10.091288,10.128384,10.013715,10.095283,10.14225,10.047193,10.070151,10.073987,10.116912,10.129203,10.071963,10.058595,10.114349,10.080277,187.0
0.1435266999999999,751.63,0.37357703,1001637,11.756355,11.820989,11.776581,11.812453,11.819106,11.890759,11.737039,11.780757,11.870941,11.799912,11.826015,11.7907295,11.84446,11.800941,11.807071,11.795046,11.829795,11.854566,143.8
0.09990262717058222,776.72,0.32946044,1102960,14.443188,14.504089,14.539635,14.481808,14.513242,14.484291,14.49828,14.496145,14.467799,14.505374,14.482782,14.475824,14.52063,14.518673,14.470078,14.501382,14.467862,14.50848,153.8
0.09973061225740552,855.69,0.28685454,1196517,15.432526,15.414903,15.448794,15.336548,15.387842,15.42719,15.386184,15.416964,15.432097,15.400355,15.429509,15.436458,15.363896,15.432214,15.378349,15.437175,15.401577,15.452641,162.8
0.0995321875383044,741.57,0.29886523,1304438,18.359243,18.316769,18.416182,18.380325,18.360458,18.36856,18.306734,18.387478,18.325592,18.29814,18.443558,18.350203,18.36064,18.337551,18.412579,18.360544,18.382639,18.336678,168.4
0.09934747701736465,723.52,0.27327296,1404900,20.45886,20.415018,20.367994,20.486675,20.416265,20.403255,20.35429,20.40191,20.359535,20.409391,20.40287,20.461138,20.3913,20.450842,20.35617,20.295864,20.368029,20.428019,163.4
0.09916324269662921,794.69,0.2533619,1505103,20.225107,20.279394,20.279882,20.252666,20.294916,20.24786,20.23426,20.213667,20.28487,20.313591,20.30068,20.261335,20.227253,20.282822,20.314888,20.300896,20.34455,20.298048,156.4
0.09897922717058223,840.28,0.2715639,1605187,20.254936,20.272371,20.282997,20.244158,20.202236,20.285742,20.339958,20.234104,20.275024,20.279173,20.285784,20.2962,20.282843,20.279053,20.272047,20.2793,20.308744,20.268353,169.0
0.09879422247191011,840.47,0.28890198,1705809,19.156029,19.130554,19.17253,19.055092,19.154257,19.172373,19.205282,19.18773,19.128143,19.206215,19.141148,19.119526,19.184782,19.165867,19.201416,19.221594,19.165638,19.161295,189.8
0.09861489540347293,800.85,0.18902595,1803343,17.861399,17.901451,17.874172,17.848154,17.895197,17.874678,17.839762,17.847198,17.855402,17.86006,17.860525,17.883253,17.890017,17.869345,17.854856,17.881395,17.84687,17.84803,189.0
0.09843966659856997,780.73,0.26339263,1898648,16.570362,16.605602,16.612335,16.599379,16.613289,16.562721,16.59287,16.631039,16.572395,16.632965,16.614426,16.606178,16.617718,16.580288,16.622816,16.60406,16.584993,16.618076,202.0
0.09824185781409601,750.71,0.23892313,2006234,15.303961,15.29287,15.339734,15.301396,15.329505,15.348406,15.32309,15.32226,15.335753,15.325527,15.328683,15.323731,15.3487625,15.383276,15.349018,15.358736,15.3351555,15.301961,190.4
0.09806020122574055,752.48,0.35497668,2105035,14.874747,14.891236,14.866346,14.869771,14.894134,14.919086,14.852976,14.883122,14.879934,14.902326,14.8709,14.868612,14.902442,14.888736,14.88119,14.848134,14.893598,14.865844,198.8
0.09787460081716037,799.26,0.26839745,2205981,14.751325,14.751803,14.737513,14.757978,14.743822,14.736404,14.766915,14.789402,14.7287655,14.774333,14.783873,14.809384,14.783786,14.73952,14.800202,14.751583,14.793713,14.800326,207.0
0.09769172706843718,732.29,0.19299723,2305444,13.818136,13.786508,13.803393,13.796745,13.813929,13.794264,13.770424,13.803435,13.800344,13.816141,13.833845,13.77015,13.828368,13.844798,13.795919,13.802614,13.783231,13.797068,196.0
0.09751238161389172,751.07,0.3131786,2402988,12.854063,12.840442,12.829847,12.82113,12.870939,12.879736,12.831637,12.838992,12.864397,12.856464,12.833778,12.8065605,12.8818445,12.880791,12.809988,12.831357,12.843676,12.8536215,209.0
0.09732620572012257,672.44,0.31651825,2504247,12.636045,12.642678,12.658631,12.628348,12.636162,12.648662,12.682282,12.617517,12.657559,12.655435,12.6728325,12.657516,12.673511,12.690431,12.639919,12.661205,12.658982,12.668312,193.2
0.0971452735444331,654.57,0.27632067,2602654,12.170278,12.160298,12.179934,12.1568365,12.197776,12.173531,12.206907,12.224845,12.152912,12.18875,12.2280655,12.183311,12.189709,12.201091,12.225564,12.235504,12.176063,12.199587,180.4
0.09695257425944842,658.43,0.305726,2707461,12.692706,12.685732,12.725807,12.694415,12.741328,12.702954,12.741273,12.739742,12.709696,12.702971,12.747823,12.717756,12.703461,12.708504,12.723146,12.728559,12.6850605,12.746947,180.8
0.0967750049029622,694.44,0.3129236,2804039,12.421443,12.39984,12.4463825,12.432869,12.462248,12.443429,12.467878,12.436057,12.419238,12.461215,12.436785,12.428752,12.456767,12.439178,12.433818,12.458625,12.408784,12.450926,193.8
0.09659331521961186,662.93,0.31222764,2902858,12.532714,12.532474,12.562482,12.527477,12.55542,12.576368,12.550979,12.57567,12.591431,12.583434,12.586039,12.538282,12.541461,12.552284,12.56208,12.569562,12.576897,12.6104965,187.2
0.09640766149131767,626.0,0.29193124,3003833,13.010889,12.996223,12.990219,12.984517,12.971522,13.003679,13.006002,12.979781,12.989181,13.006728,12.978748,12.988245,12.9915085,13.000434,13.005842,12.975323,12.986782,13.005129,167.6
0.0962155744637385,608.5,0.2748061,3108307,13.566645,13.561586,13.593193,13.543211,13.531124,13.545313,13.570761,13.542109,13.553421,13.536486,13.573866,13.5511,13.537184,13.5904665,13.567874,13.565296,13.545353,13.554209,172.6
0.09603240469867212,620.6,0.29838106,3207931,14.152136,14.143181,14.178723,14.179044,14.17593,14.1663685,14.150856,14.173225,14.179685,14.15144,14.167652,14.131058,14.133323,14.154895,14.165135,14.190852,14.168969,14.15874,176.2
0.09584608539325842,636.46,0.23648383,3309268,14.506811,14.524713,14.530571,14.527453,14.514545,14.511653,14.534706,14.515524,14.532228,14.498574,14.519406,14.506348,14.510835,14.507614,14.543311,14.521165,14.521392,14.491598,177.0
0.09567209213483147,628.36,0.29924178,3403901,13.6673355,13.705322,13.692515,13.707156,13.6719055,13.706166,13.707802,13.683005,13.7472,13.68607,13.687511,13.706849,13.667176,13.681683,13.709538,13.664459,13.723366,13.689819,184.4
0.09548464759959142,646.97,0.19163041,3505850,12.249844,12.248988,12.258596,12.249582,12.244954,12.257121,12.245426,12.247818,12.280514,12.255156,12.253578,12.247654,12.232016,12.266397,12.256964,12.2464,12.262055,12.250411,201.6
0.09529498386108273,640.13,0.22766678,3609006,12.231032,12.223112,12.2509575,12.238568,12.256523,12.246138,12.248197,12.2425375,12.236478,12.252375,12.258714,12.227879,12.229601,12.228515,12.245846,12.252021,12.224512,12.245222,208.8
0.09511570275791624,650.6,0.25885218,3706515,12.383631,12.399223,12.409638,12.4034195,12.404925,12.41463,12.433743,12.381963,12.447939,12.405571,12.417508,12.406107,12.39441,12.408286,12.450251,12.38673,12.430372,12.41432,208.4
0.09492880429009193,680.66,0.25823045,3808167,12.687264,12.706865,12.72593,12.732438,12.718992,12.723389,12.725042,12.718126,12.71533,12.709466,12.715648,12.72785,12.710593,12.720521,12.719433,12.717474,12.708394,12.720926,206.4
0.09474791256384066,654.51,0.2152926,3906552,13.535125,13.567597,13.57057,13.562302,13.595605,13.560218,13.531973,13.580814,13.549559,13.583839,13.569142,13.587113,13.59448,13.560139,13.541363,13.560493,13.563209,13.598836,217.2
0.09456407906026558,646.17,0.19255452,4006537,16.319307,16.343431,16.35395,16.316036,16.396626,16.344067,16.325447,16.359293,16.326553,16.375452,16.349274,16.356316,16.390253,16.335241,16.34931,16.36011,16.333939,16.392076,216.8
0.09437921593462717,651.2,0.16410112,4107082,19.20004,19.186771,19.174963,19.195707,19.187162,19.177126,19.190025,19.136057,19.164564,19.195642,19.191164,19.191147,19.142485,19.19204,19.263369,19.200798,19.186571,19.191536,224.0
0.0941953291113381,670.19,0.17442234,4207096,22.020233,22.00389,22.016916,21.959007,22.019447,21.949776,21.984053,22.007755,21.969744,21.972599,21.98387,22.027893,21.99,21.977833,21.9996,21.96941,21.987114,21.997437,228.2
0.09401045495403473,652.47,0.22839466,4307647,27.12631,27.159391,27.154768,27.142166,27.16022,27.158287,27.16899,27.141422,27.19722,27.157282,27.171835,27.141207,27.145475,27.143673,27.173777,27.141888,27.155727,27.163082,232.4
0.09381874300306435,647.76,0.22138718,4411917,28.120947,28.113132,28.13016,28.121342,28.158062,28.146915,28.140125,28.12118,28.144089,28.136105,28.136122,28.134806,28.142805,28.148102,28.125154,28.119902,28.125547,28.120258,233.0
0.09363737691521962,661.4,0.21593939,4510560,25.631397,25.628414,25.636261,25.633512,25.617556,25.62978,25.655365,25.624992,25.650757,25.603724,25.641214,25.652573,25.610075,25.6344,25.660723,25.626036,25.664082,25.60992,242.2
0.09345158161389172,630.12,0.22736377,4611612,23.845665,23.866503,23.846134,23.87019,23.869627,23.884342,23.872225,23.830763,23.881792,23.88143,23.856628,23.880625,23.864338,23.898687,23.872236,23.847466,23.885504,23.88341,235.8
0.09327526251276813,639.59,0.20236118,4707510,24.797062,24.775492,24.750595,24.774727,24.799734,24.805103,24.801517,24.772202,24.795065,24.799963,24.782959,24.783112,24.782864,24.812756,24.775467,24.79291,24.796978,24.816706,250.0
0.09308317364657814,641.76,0.30276954,4811985,25.847416,25.88032,25.842827,25.83465,25.860014,25.824123,25.831724,25.880014,25.852974,25.855865,25.867342,25.8527,25.887146,25.846197,25.842306,25.876852,25.839676,25.85981,249.6
0.092899564453524,673.91,0.29581195,4911848,25.905373,25.971718,25.888697,25.879993,25.938435,25.905504,25.893866,25.936556,25.923801,25.918844,25.899036,25.909801,25.94798,25.926779,25.8838,25.901587,25.938763,25.93409,247.6
0.09271106639427988,687.69,0.3159048,5014370,26.124556,26.165138,26.092281,26.13102,26.160038,26.17714,26.10065,26.16379,26.163239,26.1694,26.129034,26.1265,26.157925,26.157858,26.132639,26.138409,26.146378,26.185312,261.2
0.09253370296220634,761.24,0.29642326,5110836,26.653622,26.661322,26.623308,26.635895,26.668259,26.63823,26.62704,26.644396,26.609297,26.652946,26.639835,26.673086,26.66113,26.637018,26.641361,26.655264,26.653597,26.64075,315.4
0.09235216404494383,748.37,0.38119462,5209573,26.497328,26.49839,26.486343,26.500973,26.539707,26.501396,26.508453,26.521746,26.485428,26.533527,26.510336,26.479767,26.53522,26.528137,26.506735,26.527927,26.50529,26.558722,308.2
0.09216215097037794,742.36,0.34756237,5312919,27.108793,27.10987,27.06254,27.072525,27.1161,27.09464,27.065672,27.066013,27.087328,27.103477,27.088385,27.057573,27.096607,27.0896,27.072956,27.04841,27.103292,27.109715,291.2
0.09197480388151175,805.6,0.37224066,5414815,27.607368,27.614887,27.616331,27.63039,27.630083,27.602583,27.615013,27.629246,27.613218,27.604076,27.619339,27.62448,27.632938,27.5978,27.615286,27.636522,27.60622,27.587809,339.2
0.09179019632277835,841.58,0.40799105,5515221,27.144642,27.148918,27.153135,27.15422,27.119448,27.125275,27.181812,27.147388,27.143782,27.121027,27.16084,27.137194,27.133638,27.148111,27.19709,27.132174,27.15518,27.149256,353.8
0.0916043973442288,850.85,0.36531064,5616275,27.906288,27.921602,27.847721,27.889738,27.935955,27.881786,27.891626,27.894953,27.876911,27.901361,27.915285,27.878874,27.890747,27.902195,27.90421,27.885998,27.88936,27.900036,350.8
0.09142790173646578,873.68,0.40852168,5712269,27.56688,27.600214,27.48509,27.563885,27.595245,27.547483,27.530384,27.52548,27.566406,27.558302,27.548513,27.571693,27.593008,27.570164,27.54588,27.517609,27.551197,27.571455,375.2
0.09124626905005108,816.47,0.42321855,5811057,27.146626,27.131271,27.124325,27.16008,27.114054,27.133104,27.144867,27.123728,27.118328,27.130394,27.139551,27.141937,27.134375,27.136175,27.167679,27.119598,27.14417,27.117992,364.0
0.09105342635342187,757.63,0.40835217,5915942,28.015936,28.008144,27.937742,28.002878,28.019861,27.975874,28.001705,27.977701,27.973093,28.001732,27.992083,28.016209,28.009932,28.004217,27.97377,27.98062,27.993774,28.003117,332.8
0.09086891072522983,771.25,0.41229632,6016298,27.647652,27.63778,27.61261,27.660254,27.64078,27.6275,27.667948,27.674086,27.653742,27.656912,27.665195,27.628712,27.641819,27.662592,27.64724,27.659586,27.64575,27.62009,338.8
0.0906912659856997,804.63,0.4763142,6112917,28.476107,28.462585,28.415472,28.497082,28.452162,28.456955,28.471882,28.458677,28.46084,28.469862,28.451118,28.479824,28.455399,28.454517,28.482859,28.45871,28.480078,28.456314,372.8
0.09049632359550562,820.22,0.42028192,6218944,29.584267,29.579174,29.525843,29.561441,29.577515,29.604538,29.587713,29.576727,29.5769,29.578114,29.574528,29.583138,29.570179,29.5739,29.563154,29.552858,29.60188,29.576189,381.0
0.09031341123595506,832.49,0.555468,6318428,30.275404,30.243519,30.205362,30.292175,30.254475,30.30941,30.264204,30.226406,30.349293,30.303822,30.24786,30.275276,30.285202,30.327183,30.262268,30.250137,30.337442,30.274714,403.4
0.09013744514811031,790.66,0.49231908,6414134,31.205118,31.1649,31.054552,31.182226,31.17539,31.121872,31.1266,31.15474,31.127602,31.149662,31.156364,31.194857,31.189005,31.121588,31.134153,31.158947,31.136465,31.10568,397.8
0.08994201552604698,825.02,0.5455484,6520426,33.95424,33.942905,33.830837,33.908695,33.96442,33.915237,33.869305,33.945778,33.86353,33.915222,33.906857,33.893364,33.976246,33.90167,33.903404,33.93974,33.917233,33.913372,427.0
0.08976684187946884,867.38,0.5232829,6615701,34.08304,34.08591,33.99666,34.067062,34.086353,34.092842,34.028996,34.0558,34.038147,34.04241,34.061092,34.05182,34.10316,34.0906,34.03513,34.0826,34.068966,34.077553,450.4
0.08957663575076609,869.25,0.49499634,6719152,32.961857,32.957584,32.905563,32.970646,32.941387,32.98602,32.92046,32.932476,32.972694,33.01548,32.912827,32.962563,32.971508,32.965267,32.92487,32.951214,32.978348,32.994427,453.0
0.08939769662921349,887.59,0.584912,6816475,32.598644,32.585423,32.48258,32.59459,32.584007,32.55744,32.527935,32.567734,32.49773,32.499813,32.55398,32.57452,32.597736,32.536858,32.553127,32.558273,32.523216,32.528687,454.8
0.08921142328907047,924.17,0.58189607,6917787,31.850998,31.845806,31.780544,31.845436,31.835938,31.797003,31.820707,31.845911,31.802769,31.813759,31.843384,31.824776,31.841856,31.818855,31.85585,31.861998,31.831373,31.823307,471.6
0.08901731746680286,874.19,0.63823915,7023359,31.509,31.499058,31.391941,31.520227,31.509792,31.534517,31.463686,31.48813,31.501625,31.51068,31.482866,31.539362,31.505316,31.519146,31.521708,31.502544,31.497753,31.497322,478.4
0.08884573094994892,933.24,0.63153857,7116683,31.450945,31.45397,31.39529,31.44939,31.460321,31.465536,31.436146,31.423347,31.448557,31.462673,31.408905,31.439667,31.447033,31.479033,31.437408,31.442636,31.466192,31.458014,476.6
0.08864644759959142,976.89,0.58669114,7225071,32.511784,32.492153,32.40379,32.498672,32.51422,32.512848,32.47752,32.45145,32.449734,32.50264,32.445198,32.496143,32.510845,32.56534,32.465553,32.448536,32.512276,32.504063,529.4
0.08846104208375893,911.36,0.64962626,7325911,32.043686,32.05087,31.992273,32.043568,32.065487,32.020615,32.074802,31.989166,31.994486,32.02076,32.021336,32.055584,32.02399,32.048454,32.038708,32.01958,32.015434,32.01129,489.4
0.08829097609805925,924.97,0.66470575,7418408,31.878006,31.86158,31.80478,31.846575,31.894869,31.894264,31.846588,31.89825,31.879818,31.956465,31.854904,31.874844,31.894978,31.902344,31.862617,31.868538,31.895733,31.912748,503.4
0.08810120572012257,933.03,0.72140825,7521622,31.808512,31.82282,31.735445,31.816303,31.8191,31.821022,31.798935,31.817408,31.81968,31.841759,31.798735,31.830761,31.803247,31.855146,31.816034,31.776598,31.848967,31.86367,527.6
0.08792245229826354,972.22,0.67913413,7618844,32.608856,32.5929,32.529457,32.585472,32.600197,32.590847,32.590233,32.605965,32.555744,32.604763,32.58428,32.617428,32.59909,32.589405,32.623264,32.605427,32.597534,32.582737,568.0
0.08773881920326865,998.76,0.7148545,7718720,33.711506,33.667496,33.689293,33.669106,33.693626,33.716175,33.732243,33.764782,33.65709,33.70873,33.711,33.68246,33.67768,33.73923,33.760983,33.707905,33.730778,33.699688,599.8
0.08754763677221655,1039.82,0.7748122,7822702,35.188255,35.183804,35.116352,35.167175,35.184372,35.16869,35.157486,35.16438,35.123775,35.185383,35.13113,35.18867,35.20576,35.196564,35.161827,35.168507,35.151474,35.16473,627.4
0.08735443370786516,953.05,0.7634394,7927783,34.716938,34.723953,34.69957,34.717,34.729248,34.685513,34.734272,34.741783,34.710598,34.71107,34.727077,34.723427,34.709557,34.694427,34.730778,34.711216,34.703915,34.695267,592.8
0.08717019387129724,1002.06,0.8512793,8027989,34.530334,34.532833,34.544964,34.511444,34.536278,34.538464,34.55125,34.56519,34.51721,34.551315,34.515274,34.524025,34.523045,34.54075,34.548695,34.553658,34.56901,34.532013,628.8
0.08699159856996935,971.36,0.79668707,8125125,34.200413,34.166092,34.160175,34.171204,34.18121,34.242935,34.167843,34.197384,34.157734,34.238472,34.16776,34.162987,34.156883,34.22085,34.18832,34.151623,34.218327,34.206596,604.4
0.08679873013278856,960.54,0.84415656,8230024,34.39775,34.369953,34.3652,34.36925,34.38445,34.380173,34.375557,34.39676,34.3118,34.39214,34.374916,34.372902,34.356705,34.394394,34.383034,34.367546,34.37076,34.380802,583.0
0.08661917507660878,976.58,0.93122774,8327682,33.77237,33.799847,33.771755,33.761906,33.768875,33.762424,33.76045,33.75153,33.726013,33.775856,33.735718,33.767952,33.77219,33.799385,33.75919,33.74952,33.772583,33.80459,607.4
0.08642799816138917,1039.79,0.9150385,8431661,32.610245,32.643,32.594273,32.57634,32.65752,32.606308,32.59389,32.6074,32.541126,32.632668,32.598267,32.619076,32.622704,32.626152,32.607315,32.58824,32.610878,32.6376,645.8
0.08625535995914198,1044.9,0.93732995,8525557,32.36435,32.35646,32.370995,32.359997,32.384266,32.399574,32.363808,32.36635,32.34222,32.40861,32.361168,32.369728,32.363106,32.404613,32.37322,32.331005,32.38506,32.416706,669.0
0.08606130561797753,1055.44,0.8449668,8631101,32.573345,32.54371,32.586826,32.559673,32.571014,32.567413,32.539562,32.588593,32.537453,32.57576,32.594517,32.56573,32.550213,32.5735,32.57995,32.55506,32.576878,32.55405,677.4
0.08587439060265577,1016.61,0.98378503,8732762,31.813618,31.832403,31.78934,31.826166,31.821936,31.82348,31.768803,31.779037,31.83376,31.822025,31.783497,31.807516,31.801783,31.837984,31.809105,31.765436,31.82071,31.84065,648.2
0.08570073197139938,1034.47,1.0660412,8827213,32.382977,32.402103,32.383995,32.379616,32.410458,32.3935,32.35882,32.380524,32.361782,32.415794,32.40629,32.381336,32.392284,32.40697,32.418304,32.38642,32.412373,32.417034,685.8
0.08551127048008172,1030.46,0.9973987,8930259,32.74018,32.72987,32.757847,32.725567,32.747738,32.765186,32.713135,32.76402,32.714203,32.737774,32.75824,32.74106,32.7287,32.718945,32.749977,32.735744,32.730244,32.743412,658.0
0.08531527824310521,1065.98,1.0631149,9036857,33.19008,33.17877,33.167385,33.162155,33.14304,33.172886,33.10006,33.15297,33.156662,33.08681,33.18125,33.21094,33.162086,33.180557,33.146996,33.169163,33.17881,33.13258,709.8
0.08513446373850868,1096.26,0.9880947,9135200,33.173664,33.19555,33.201485,33.187256,33.188854,33.218105,33.173687,33.172646,33.219856,33.20739,33.19142,33.17583,33.16202,33.196465,33.192844,33.202034,33.211403,33.22314,763.4
0.08496035832482124,1062.0,0.98698497,9229894,35.084087,35.083263,35.066147,35.08452,35.06561,35.098896,35.011158,35.039974,35.054184,35.064312,35.04433,35.035828,35.056778,35.062912,35.068863,35.07082,35.106636,35.09885,750.4
0.08477877711950971,1092.92,1.08873,9328654,36.521286,36.536827,36.52703,36.530724,36.554058,36.549026,36.508278,36.529625,36.509304,36.546997,36.542393,36.513897,36.536026,36.541164,36.52694,36.501225,36.574265,36.571793,773.2
0.08457706680286006,1097.08,1.1345905,9438362,36.84172,36.84196,36.81349,36.89326,36.84113,36.889347,36.779617,36.8227,36.814297,36.825497,36.819225,36.862263,36.84928,36.8733,36.80182,36.82546,36.87422,36.841526,782.8
0.08440984514811031,1144.05,1.0376815,9529312,36.26501,36.29935,36.304707,36.33249,36.310642,36.371944,36.301445,36.329395,36.31787,36.31234,36.300903,36.30658,36.284073,36.31647,36.30108,36.301903,36.345837,36.337788,811.4
0.08422181041879469,1152.76,1.1343415,9631582,36.396233,36.42623,36.401344,36.431614,36.450634,36.446205,36.375053,36.45009,36.394375,36.433167,36.40463,36.39849,36.444714,36.408623,36.4114,36.427216,36.45055,36.448406,862.0
0.08403598202247191,1117.29,1.1635196,9732652,35.56455,35.605003,35.573086,35.589825,35.63906,35.624683,35.538048,35.611053,35.546738,35.62479,35.556717,35.591663,35.609688,35.59558,35.585743,35.586914,35.61349,35.614594,816.8
0.08383871011235955,1190.12,1.3183681,9839946,35.061302,35.106537,35.09819,35.12751,35.15083,35.129623,35.13046,35.144276,35.048733,35.16928,35.051006,35.056473,35.106564,35.059807,35.098442,35.13838,35.07664,35.149536,911.6
0.08365966618998978,1205.15,1.2232763,9937326,35.286167,35.302124,35.306637,35.35212,35.345104,35.35954,35.347286,35.34609,35.290737,35.356853,35.286648,35.31231,35.312508,35.293495,35.31943,35.31295,35.30509,35.347843,960.2
0.08348206373850868,1201.66,1.2258652,10033922,36.12835,36.154747,36.115086,36.145,36.15941,36.146835,36.11139,36.10346,36.119488,36.147858,36.131287,36.13735,36.123047,36.12113,36.132233,36.138615,36.171432,36.13784,922.8
0.08330336731358529,1194.92,1.2557826,10131113,36.020412,35.981697,35.956913,35.988148,36.022255,36.04337,35.94191,36.01634,35.983757,36.036026,36.00643,36.00623,35.99636,36.026318,35.98758,35.98038,36.04448,36.011723,908.2
0.08311203963227784,1153.3,1.2726659,10235174,36.351513,36.345623,36.32625,36.386127,36.367313,36.455967,36.298985,36.338795,36.426357,36.41405,36.30491,36.36253,36.352222,36.405163,36.35614,36.32692,36.430004,36.43233,880.2
0.08291211092951992,1208.17,1.2473571,10343913,36.430115,36.42906,36.398323,36.432632,36.434505,36.493374,36.387016,36.42921,36.43935,36.4824,36.395992,36.426476,36.453514,36.50684,36.45691,36.41977,36.483986,36.48176,941.4
0.08274282083758938,1174.19,1.3850961,10435988,35.861824,35.8826,35.879383,35.940178,35.906025,35.94809,35.871365,35.877583,35.90651,35.928123,35.852177,35.88838,35.901352,35.93053,35.900906,35.889977,35.924854,35.937363,880.0
0.08254214198161389,1215.27,1.2390094,10545135,34.656975,34.66795,34.6376,34.680984,34.682777,34.696526,34.607624,34.624294,34.720436,34.747982,34.607826,34.679134,34.65199,34.707855,34.65491,34.628162,34.71325,34.71814,963.2
0.08236508927477018,1201.84,1.2473905,10641432,34.1759,34.171425,34.16593,34.23278,34.18974,34.23111,34.124874,34.163704,34.222126,34.26845,34.13396,34.190224,34.167408,34.22704,34.181976,34.15455,34.213825,34.254665,916.0
0.08217599918283963,1143.23,1.2798123,10744276,34.66221,34.67964,34.631546,34.714,34.639027,34.729507,34.563065,34.64277,34.68863,34.70881,34.641663,34.708916,34.70739,34.76703,34.71778,34.635277,34.78449,34.687813,854.2
0.08198566251276813,1152.16,1.329911,10847798,34.539318,34.5376,34.43712,34.57603,34.497776,34.58499,34.40721,34.47916,34.564957,34.519653,34.482845,34.58872,34.51234,34.61177,34.545197,34.427414,34.664078,34.49052,870.2
0.08181208294177733,1291.17,1.3117846,10942206,34.512447,34.512318,34.493412,34.548813,34.51852,34.53305,34.4923,34.50206,34.579784,34.556377,34.485344,34.543343,34.50454,34.533436,34.51605,34.479477,34.570797,34.524017,1091.6
0.08162434239019407,1293.84,1.2966119,11044316,35.154995,35.168644,35.104057,35.20281,35.17614,35.257328,35.066113,35.136536,35.2531,35.2673,35.12822,35.193207,35.17887,35.276127,35.16084,35.10275,35.295643,35.259594,1088.6
0.08145046496424924,1318.28,1.4190785,11138886,35.76445,35.805115,35.665688,35.807007,35.75537,35.806667,35.64634,35.718075,35.7599,35.77775,35.71126,35.74951,35.770664,35.84431,35.75002,35.7167,35.835144,35.802723,1110.4
0.08125626169560776,1322.44,1.3500749,11244511,34.10928,34.161148,34.02783,34.14472,34.1093,34.13575,33.985855,34.072063,34.10411,34.123714,34.072266,34.127136,34.118206,34.16492,34.044983,34.063618,34.176567,34.12717,1122.4
0.0810704277834525,1266.55,1.4376625,11345584,34.470795,34.503166,34.346268,34.546795,34.41872,34.539562,34.270504,34.352623,34.487072,34.447655,34.413788,34.508026,34.47916,34.53489,34.38243,34.383007,34.536053,34.45615,1091.0
0.08087955240040859,1297.35,1.3405415,11449399,34.563087,34.554886,34.51115,34.564518,34.59282,34.580383,34.435852,34.555508,34.531277,34.598186,34.50759,34.608803,34.625153,34.613876,34.532078,34.572346,34.59562,34.603767,1098.2
0.08069648559754852,1258.86,1.4038386,11548967,35.276947,35.237923,35.217056,35.245724,35.276382,35.245502,35.16474,35.28101,35.197304,35.276768,35.240486,35.30756,35.252975,35.28746,35.26219,35.2759,35.259308,35.27984,1031.0
